TR	RelativeTime	Datetime	Description
132	268.0096048	23-Jan-2025 12:49:00	TrueTR
135	270.0072573	23-Jan-2025 12:49:02	SimTR
133	270.0083164	23-Jan-2025 12:49:02	TrueTR
136	272.0080088	23-Jan-2025 12:49:04	SimTR
134	272.0094441	23-Jan-2025 12:49:04	TrueTR
135	273.9959511	23-Jan-2025 12:49:06	TrueTR
137	274.0000435	23-Jan-2025 12:49:06	SimTR
136	275.9945434	23-Jan-2025 12:49:08	TrueTR
138	276.000027	23-Jan-2025 12:49:08	SimTR
137	277.9897789	23-Jan-2025 12:49:10	TrueTR
139	278.0000427	23-Jan-2025 12:49:10	SimTR
138	279.9912694	23-Jan-2025 12:49:12	TrueTR
140	280.0000488	23-Jan-2025 12:49:12	SimTR
139	281.9941248	23-Jan-2025 12:49:14	TrueTR
141	282.0000798	23-Jan-2025 12:49:14	SimTR
142	284.1167696	23-Jan-2025 12:49:16	SimTR
140	284.1178935	23-Jan-2025 12:49:16	TrueTR
141	285.9912694	23-Jan-2025 12:49:18	TrueTR
143	286.0243581	23-Jan-2025 12:49:18	SimTR
144	288.0244227	23-Jan-2025 12:49:20	SimTR
142	288.0254401	23-Jan-2025 12:49:20	TrueTR
145	290.0247546	23-Jan-2025 12:49:22	SimTR
143	290.0260474	23-Jan-2025 12:49:22	TrueTR
146	292.024815	23-Jan-2025 12:49:24	SimTR
144	292.025893	23-Jan-2025 12:49:24	TrueTR
147	294.0246015	23-Jan-2025 12:49:26	SimTR
145	294.0255936	23-Jan-2025 12:49:26	TrueTR
148	296.0253351	23-Jan-2025 12:49:28	SimTR
146	296.0264545	23-Jan-2025 12:49:28	TrueTR
149	298.0247771	23-Jan-2025 12:49:30	SimTR
147	298.0257559	23-Jan-2025 12:49:30	TrueTR
150	300.0106117	23-Jan-2025 12:49:32	SimTR
148	300.0121596	23-Jan-2025 12:49:32	TrueTR
151	302.025825	23-Jan-2025 12:49:34	SimTR
149	302.0269097	23-Jan-2025 12:49:34	TrueTR
152	304.0249156	23-Jan-2025 12:49:36	SimTR
150	304.0259842	23-Jan-2025 12:49:36	TrueTR
151	305.9989579	23-Jan-2025 12:49:38	TrueTR
153	306.0011413	23-Jan-2025 12:49:38	SimTR
152	307.9961137	23-Jan-2025 12:49:40	TrueTR
154	308.0000405	23-Jan-2025 12:49:40	SimTR
153	309.9939709	23-Jan-2025 12:49:42	TrueTR
155	310.0000432	23-Jan-2025 12:49:42	SimTR
154	311.9945773	23-Jan-2025 12:49:44	TrueTR
156	312.0000522	23-Jan-2025 12:49:44	SimTR
155	313.9958345	23-Jan-2025 12:49:46	TrueTR
157	314.0000653	23-Jan-2025 12:49:46	SimTR
158	316.0087565	23-Jan-2025 12:49:48	SimTR
156	316.0098294	23-Jan-2025 12:49:48	TrueTR
159	318.0087989	23-Jan-2025 12:49:50	SimTR
157	318.009829	23-Jan-2025 12:49:50	TrueTR
160	320.0087819	23-Jan-2025 12:49:52	SimTR
158	320.0100479	23-Jan-2025 12:49:52	TrueTR
161	322.0090501	23-Jan-2025 12:49:54	SimTR
159	322.0102248	23-Jan-2025 12:49:54	TrueTR
162	324.0089523	23-Jan-2025 12:49:56	SimTR
160	324.0100929	23-Jan-2025 12:49:56	TrueTR
163	326.0094034	23-Jan-2025 12:49:58	SimTR
161	326.0106547	23-Jan-2025 12:49:58	TrueTR
164	328.0090132	23-Jan-2025 12:50:00	SimTR
162	328.0100507	23-Jan-2025 12:50:00	TrueTR
165	330.0092204	23-Jan-2025 12:50:02	SimTR
163	330.0104666	23-Jan-2025 12:50:02	TrueTR
166	332.010012	23-Jan-2025 12:50:04	SimTR
164	332.0110762	23-Jan-2025 12:50:04	TrueTR
167	334.0092331	23-Jan-2025 12:50:06	SimTR
165	334.0103794	23-Jan-2025 12:50:06	TrueTR
168	336.009368	23-Jan-2025 12:50:08	SimTR
166	336.0110512	23-Jan-2025 12:50:08	TrueTR
167	338.0000152	23-Jan-2025 12:50:10	TrueTR
169	338.0011997	23-Jan-2025 12:50:10	SimTR
168	339.9994252	23-Jan-2025 12:50:12	TrueTR
170	340.0009369	23-Jan-2025 12:50:12	SimTR
169	341.9994237	23-Jan-2025 12:50:14	TrueTR
171	342.001357	23-Jan-2025 12:50:14	SimTR
170	343.9999481	23-Jan-2025 12:50:16	TrueTR
172	344.0020788	23-Jan-2025 12:50:16	SimTR
171	345.9993336	23-Jan-2025 12:50:18	TrueTR
173	346.0010513	23-Jan-2025 12:50:18	SimTR
174	348.0097401	23-Jan-2025 12:50:20	SimTR
172	348.0107767	23-Jan-2025 12:50:20	TrueTR
175	350.0098801	23-Jan-2025 12:50:22	SimTR
173	350.0109248	23-Jan-2025 12:50:22	TrueTR
176	352.0099082	23-Jan-2025 12:50:24	SimTR
174	352.0115459	23-Jan-2025 12:50:24	TrueTR
177	354.0099362	23-Jan-2025 12:50:26	SimTR
175	354.0113577	23-Jan-2025 12:50:26	TrueTR
178	356.0100078	23-Jan-2025 12:50:28	SimTR
176	356.0110703	23-Jan-2025 12:50:28	TrueTR
179	358.0100317	23-Jan-2025 12:50:30	SimTR
177	358.0115488	23-Jan-2025 12:50:30	TrueTR
180	360.0101684	23-Jan-2025 12:50:32	SimTR
178	360.0111945	23-Jan-2025 12:50:32	TrueTR
181	362.0101767	23-Jan-2025 12:50:34	SimTR
179	362.0112643	23-Jan-2025 12:50:34	TrueTR
182	364.0102463	23-Jan-2025 12:50:36	SimTR
180	364.0112254	23-Jan-2025 12:50:36	TrueTR
183	366.0103589	23-Jan-2025 12:50:38	SimTR
181	366.0114994	23-Jan-2025 12:50:38	TrueTR
182	367.989535	23-Jan-2025 12:50:40	TrueTR
184	368.0000404	23-Jan-2025 12:50:40	SimTR
183	369.9900936	23-Jan-2025 12:50:42	TrueTR
185	370.0000726	23-Jan-2025 12:50:42	SimTR
184	371.994706	23-Jan-2025 12:50:44	TrueTR
186	372.0000316	23-Jan-2025 12:50:44	SimTR
187	374.0000257	23-Jan-2025 12:50:46	SimTR
185	374.0042828	23-Jan-2025 12:50:46	TrueTR
188	376.0000988	23-Jan-2025 12:50:48	SimTR
186	376.0041884	23-Jan-2025 12:50:48	TrueTR
189	378.0106887	23-Jan-2025 12:50:50	SimTR
187	378.0121884	23-Jan-2025 12:50:50	TrueTR
190	380.01073	23-Jan-2025 12:50:52	SimTR
188	380.0122663	23-Jan-2025 12:50:52	TrueTR
191	382.0110239	23-Jan-2025 12:50:54	SimTR
189	382.012265	23-Jan-2025 12:50:54	TrueTR
192	384.0442251	23-Jan-2025 12:50:56	SimTR
190	384.0456403	23-Jan-2025 12:50:56	TrueTR
193	386.0125679	23-Jan-2025 12:50:58	SimTR
191	386.0140907	23-Jan-2025 12:50:58	TrueTR
194	388.011229	23-Jan-2025 12:51:00	SimTR
192	388.0126353	23-Jan-2025 12:51:00	TrueTR
195	390.0111929	23-Jan-2025 12:51:02	SimTR
193	390.0126512	23-Jan-2025 12:51:02	TrueTR
196	392.0443895	23-Jan-2025 12:51:04	SimTR
194	392.0459432	23-Jan-2025 12:51:04	TrueTR
197	394.0123165	23-Jan-2025 12:51:06	SimTR
195	394.013382	23-Jan-2025 12:51:06	TrueTR
198	396.0113648	23-Jan-2025 12:51:08	SimTR
196	396.012424	23-Jan-2025 12:51:08	TrueTR
199	398.0447028	23-Jan-2025 12:51:10	SimTR
197	398.0458147	23-Jan-2025 12:51:10	TrueTR
198	399.9958772	23-Jan-2025 12:51:12	TrueTR
200	400.0000557	23-Jan-2025 12:51:12	SimTR
199	401.9939844	23-Jan-2025 12:51:14	TrueTR
201	402.0000261	23-Jan-2025 12:51:14	SimTR
200	403.9973392	23-Jan-2025 12:51:16	TrueTR
202	404.0000555	23-Jan-2025 12:51:16	SimTR
201	405.9959699	23-Jan-2025 12:51:18	TrueTR
203	406.0000355	23-Jan-2025 12:51:18	SimTR
202	407.9917302	23-Jan-2025 12:51:20	TrueTR
204	408.0000169	23-Jan-2025 12:51:20	SimTR
205	410.0117805	23-Jan-2025 12:51:22	SimTR
203	410.0129844	23-Jan-2025 12:51:22	TrueTR
206	412.0119144	23-Jan-2025 12:51:24	SimTR
204	412.0130092	23-Jan-2025 12:51:24	TrueTR
207	414.0119866	23-Jan-2025 12:51:26	SimTR
205	414.0131788	23-Jan-2025 12:51:26	TrueTR
208	416.0135346	23-Jan-2025 12:51:28	SimTR
206	416.014929	23-Jan-2025 12:51:28	TrueTR
209	418.0140851	23-Jan-2025 12:51:30	SimTR
207	418.0152921	23-Jan-2025 12:51:30	TrueTR
210	420.0132707	23-Jan-2025 12:51:32	SimTR
208	420.0143151	23-Jan-2025 12:51:32	TrueTR
211	422.0133532	23-Jan-2025 12:51:34	SimTR
